nct_id,overall_status,phase,intervention_names,condition_mesh,study_type,sponsor,enrollment_count,start_date,completion_date,primary_completion_date,gender,min_age,max_age,allocation,masking
NCT06946602,NOT_YET_RECRUITING,NA,,,INTERVENTIONAL,,307.0,2025-05-20,2027-10-31,2027-10-31,,55 Years,,RANDOMIZED,NONE
NCT05203302,RECRUITING,NA,,,INTERVENTIONAL,,190.0,2018-07-12,2026-01-01,2026-01-01,,6 Years,80 Years,NON_RANDOMIZED,SINGLE
NCT01537302,COMPLETED,NA,,,INTERVENTIONAL,,100.0,2012-02,2012-06,2012-06,,18 Years,,NA,NONE
NCT05666102,COMPLETED,NA,,,INTERVENTIONAL,,38.0,2022-11-01,2023-08-30,2023-01-30,,18 Years,,NA,NONE
NCT04756102,COMPLETED,,,,OBSERVATIONAL,,218.0,2018-01-30,2020-12-15,2020-11-30,,18 Years,49 Years,,
NCT05056402,ACTIVE_NOT_RECRUITING,PHASE3,,,INTERVENTIONAL,,1382.0,2021-09-19,2025-12-31,2025-12-31,,9 Years,26 Years,RANDOMIZED,NONE
NCT04206202,UNKNOWN,NA,,,INTERVENTIONAL,,10.0,2017-05-01,2020-12-31,2020-03-31,,14 Years,,NA,NONE
NCT00368602,TERMINATED,PHASE2,,,INTERVENTIONAL,,40.0,2005-06,2007-06,2007-06,,18 Years,85 Years,RANDOMIZED,TRIPLE
NCT07001202,NOT_YET_RECRUITING,NA,,,INTERVENTIONAL,,20.0,2025-06-01,2025-10-31,2025-10-31,,18 Years,,NA,NONE
NCT03242902,COMPLETED,PHASE3,,,INTERVENTIONAL,,166.0,2017-09-20,2020-08-11,2019-11-25,,18 Years,70 Years,RANDOMIZED,TRIPLE
NCT04723602,COMPLETED,PHASE1,,,INTERVENTIONAL,,32.0,2021-01-06,2021-12-14,2021-12-14,,18 Years,50 Years,NON_RANDOMIZED,NONE
NCT01174602,COMPLETED,NA,,,INTERVENTIONAL,,40.0,2009-11,2014-10,2011-10,,16 Years,45 Years,RANDOMIZED,NONE
NCT06801002,RECRUITING,PHASE1,,,INTERVENTIONAL,,25.0,2025-03-30,2028-02-15,2027-02-15,,18 Years,,NON_RANDOMIZED,NONE
NCT06015802,RECRUITING,,,,OBSERVATIONAL,,300.0,2021-04-01,2029-03,2024-03,,18 Years,70 Years,,
NCT03467802,UNKNOWN,,,,OBSERVATIONAL,,30.0,2019-01-01,2021-12-31,2020-12-30,,18 Years,,,
NCT01420302,COMPLETED,NA,,,INTERVENTIONAL,,300.0,2011-08,2012-03,2011-12,,18 Years,,RANDOMIZED,SINGLE
NCT03930602,COMPLETED,PHASE1,,,INTERVENTIONAL,,16.0,2019-05-01,2019-05-27,2019-05-27,,18 Years,50 Years,NON_RANDOMIZED,NONE
NCT05624502,UNKNOWN,,,,OBSERVATIONAL,,1000.0,2019-01-01,2024-12-31,2024-10-31,,18 Years,65 Years,,
NCT03448302,UNKNOWN,,,,OBSERVATIONAL,,50.0,2018-03-10,2019-07-10,2019-03-10,,,,,
NCT02608502,COMPLETED,PHASE3,,,INTERVENTIONAL,,11850.0,2015-11,2016-12,2016-12,,60 Years,,RANDOMIZED,TRIPLE
NCT03410602,COMPLETED,PHASE1,,,INTERVENTIONAL,,30.0,2016-04-01,2017-11-29,2017-08-30,,16 Years,25 Years,RANDOMIZED,DOUBLE
NCT04266002,COMPLETED,NA,,,INTERVENTIONAL,,31.0,2011-11-01,2016-07-26,2012-06-29,,18 Years,65 Years,NA,NONE
NCT02855502,COMPLETED,PHASE4,,,INTERVENTIONAL,,100.0,2014-11,2016-12,2016-10,,10 Years,,RANDOMIZED,DOUBLE
NCT01941602,COMPLETED,,,,OBSERVATIONAL,,979.0,2013-08,2015-10,2015-10,,18 Years,,,
NCT03053102,COMPLETED,PHASE2,,,INTERVENTIONAL,,10.0,2017-03-31,2018-11-14,2018-11-14,,18 Years,,NA,NONE
NCT01641302,COMPLETED,,,,OBSERVATIONAL,,20.0,2012-06,2013-08,2013-08,,20 Years,90 Years,,
NCT02165202,COMPLETED,PHASE2,,,INTERVENTIONAL,,136.0,2014-10,2017-03-09,2015-04-13,,18 Years,45 Years,RANDOMIZED,DOUBLE
NCT01417702,COMPLETED,,,,OBSERVATIONAL,,232.0,2011-08,2014-11,2014-05,,18 Years,85 Years,,
NCT04061902,COMPLETED,,,,OBSERVATIONAL,,250.0,2016-12-01,2020-08-01,2020-02-19,,18 Years,,,
NCT00906802,UNKNOWN,NA,,,INTERVENTIONAL,,40.0,2003-04,2010-04,2010-04,,30 Years,80 Years,RANDOMIZED,NONE
NCT02169102,COMPLETED,NA,,,INTERVENTIONAL,,60.0,2013-02,2014-10,2014-06,,18 Years,,RANDOMIZED,SINGLE
NCT01861002,COMPLETED,PHASE1,,,INTERVENTIONAL,,15.0,2013-05-22,2014-07-28,2014-07-28,,1 Year,21 Years,NON_RANDOMIZED,NONE
NCT00000802,COMPLETED,PHASE3,,,INTERVENTIONAL,,700.0,,1997-07,,,13 Years,,,
NCT05759702,UNKNOWN,,,,OBSERVATIONAL,,85.0,2023-01-01,2023-08,2023-07,,9 Years,11 Years,,
NCT02977702,COMPLETED,,,,OBSERVATIONAL,,114.0,2015-12,2016-05,2016-05,,18 Years,,,
NCT01669902,COMPLETED,,,,OBSERVATIONAL,,107.0,2012-04,2014-09,2014-09,,18 Years,,,
NCT03072602,COMPLETED,NA,,,INTERVENTIONAL,,81.0,2017-03-01,2018-10-01,2018-10-01,,18 Years,40 Years,NON_RANDOMIZED,NONE
NCT04332302,UNKNOWN,NA,,,INTERVENTIONAL,,41.0,2020-01-15,2021-12-21,2020-05-15,,65 Years,,NON_RANDOMIZED,SINGLE
NCT05239702,UNKNOWN,EARLY_PHASE1,,,INTERVENTIONAL,,75.0,2022-02-28,2024-12-01,2024-12-01,,,,NON_RANDOMIZED,NONE
NCT04453202,COMPLETED,PHASE2,,,INTERVENTIONAL,,459.0,2020-07-16,2021-04-09,2020-09-24,,60 Years,,RANDOMIZED,TRIPLE
NCT01874002,UNKNOWN,,,,OBSERVATIONAL,,1000.0,2013-06,2019-03,2015-03,,18 Years,,,
NCT01712802,COMPLETED,NA,,,INTERVENTIONAL,,200.0,2012-12,2017-03,2017-02,,50 Years,90 Years,RANDOMIZED,DOUBLE
NCT05950802,RECRUITING,PHASE1,,,INTERVENTIONAL,,40.0,2023-07-14,2027-06,2025-06,,18 Years,,NON_RANDOMIZED,NONE
NCT01673802,COMPLETED,EARLY_PHASE1,,,INTERVENTIONAL,,18.0,2012-08,2014-01,2014-01,,19 Years,,NA,NONE
NCT04622202,UNKNOWN,PHASE1|PHASE2,,,INTERVENTIONAL,,74.0,2020-11-15,2021-03-01,2021-02-28,,21 Years,38 Years,RANDOMIZED,DOUBLE
NCT04574102,COMPLETED,NA,,,INTERVENTIONAL,,6.0,2020-12-09,2021-11-15,2021-06-09,,40 Years,,RANDOMIZED,SINGLE
NCT06023602,RECRUITING,NA,,,INTERVENTIONAL,,1338.0,2024-02-27,2025-12-01,2025-12-01,,20 Years,42 Years,RANDOMIZED,QUADRUPLE
NCT04822402,UNKNOWN,,,,OBSERVATIONAL,,50.0,2021-05,2022-06,2022-04,,,,,
NCT04615702,COMPLETED,,,,OBSERVATIONAL,,30.0,2017-05-15,2019-05-15,2019-05-15,,,,,
NCT01749202,COMPLETED,NA,,,INTERVENTIONAL,,126.0,2010-08,2011-12,2011-05,,21 Years,65 Years,RANDOMIZED,QUADRUPLE
NCT00962702,UNKNOWN,PHASE2,,,INTERVENTIONAL,,60.0,2009-08,2010-10,2009-12,,18 Years,,NON_RANDOMIZED,NONE
NCT05079802,UNKNOWN,PHASE3,,,INTERVENTIONAL,,36.0,2021-12-01,2024-03-31,2023-12-31,,4 Years,7 Years,RANDOMIZED,DOUBLE
NCT01113502,TERMINATED,PHASE1|PHASE2,,,INTERVENTIONAL,,44.0,2010-06,2015-11-10,2013-03-14,,60 Years,,NON_RANDOMIZED,NONE
NCT03359902,COMPLETED,NA,,,INTERVENTIONAL,,59.0,2018-01-01,2022-05-31,2022-05-31,,60 Years,89 Years,RANDOMIZED,DOUBLE
NCT02895802,COMPLETED,NA,,,INTERVENTIONAL,,40.0,2016-08,2017-10-25,2016-12,,18 Years,,RANDOMIZED,SINGLE
NCT02860702,COMPLETED,NA,,,INTERVENTIONAL,,16.0,2016-07,2022-10-06,2020-12-31,,1 Day,7 Days,RANDOMIZED,SINGLE
NCT03159702,ACTIVE_NOT_RECRUITING,PHASE2,,,INTERVENTIONAL,,43.0,2017-12-08,2025-11-15,2024-11-12,,18 Years,,NA,NONE
NCT04961502,UNKNOWN,NA,,,INTERVENTIONAL,,80.0,2021-03-11,2021-09,2021-08,,18 Years,,NON_RANDOMIZED,NONE
NCT04307602,ACTIVE_NOT_RECRUITING,NA,,,INTERVENTIONAL,,60.0,2019-05-01,2026-12-31,2025-06-30,,10 Years,16 Years,RANDOMIZED,NONE
NCT03642002,RECRUITING,NA,,,INTERVENTIONAL,,178.0,2018-12-12,2028-12,2027-04,,18 Years,,RANDOMIZED,NONE
NCT05368402,TERMINATED,PHASE2,,,INTERVENTIONAL,,3.0,2022-09-14,2023-09-18,2023-09-18,,21 Years,65 Years,RANDOMIZED,QUADRUPLE
NCT05542602,UNKNOWN,NA,,,INTERVENTIONAL,,48.0,2022-12-10,2025-06,2025-06,,7 Years,12 Years,RANDOMIZED,SINGLE
NCT04831502,WITHDRAWN,PHASE1,,,INTERVENTIONAL,,,2021-04-02,2022-02-02,2022-02-02,,18 Years,55 Years,RANDOMIZED,NONE
NCT06531902,COMPLETED,,,,OBSERVATIONAL,,88.0,2020-10-01,2021-06-01,2021-03-01,,24 Years,76 Years,,
NCT04589702,COMPLETED,,,,OBSERVATIONAL,,42.0,2019-03-01,2020-09-30,2019-10-10,,35 Years,55 Years,,
NCT01025102,COMPLETED,PHASE3,,,INTERVENTIONAL,,26.0,2010-01,2012-12,2012-11,,18 Years,80 Years,RANDOMIZED,QUADRUPLE
NCT02899702,WITHDRAWN,PHASE4,,,INTERVENTIONAL,,,2020-09,2024-09,2024-09,,1 Month,17 Years,RANDOMIZED,QUADRUPLE
NCT05251402,ACTIVE_NOT_RECRUITING,PHASE2|PHASE3,,,INTERVENTIONAL,,323.0,2022-03-09,2026-09-01,2026-06-01,,18 Years,,RANDOMIZED,DOUBLE
NCT04536402,COMPLETED,,,,OBSERVATIONAL,,3520.0,2021-03-16,2023-11-08,2023-11-08,,18 Years,,,
NCT05738902,RECRUITING,,,,OBSERVATIONAL,,600.0,2023-05-30,2025-03-31,2025-03-31,,18 Years,75 Years,,
NCT03950102,UNKNOWN,NA,,,INTERVENTIONAL,,40.0,2015-07-01,2019-12-31,2019-06-30,,18 Years,,NA,NONE
NCT04073602,COMPLETED,PHASE2,,,INTERVENTIONAL,,19.0,2019-08-19,2023-01-31,2022-09-30,,18 Years,80 Years,NA,NONE
NCT05653102,RECRUITING,,,,OBSERVATIONAL,,1000.0,2019-01-23,2035-07-31,2035-01-31,,18 Years,,,
NCT06738602,NOT_YET_RECRUITING,,,,OBSERVATIONAL,,270.0,2024-12-30,2027-12-30,2026-12-30,,20 Years,40 Years,,
NCT06547502,COMPLETED,PHASE1,,,INTERVENTIONAL,,16.0,2024-07-03,2024-09-05,2024-08-20,,18 Years,75 Years,NON_RANDOMIZED,NONE
NCT06951802,RECRUITING,PHASE4,,,INTERVENTIONAL,,118.0,2024-12-03,2026-12-31,2025-06-30,,18 Years,,RANDOMIZED,SINGLE
NCT06049602,RECRUITING,,,,OBSERVATIONAL,,10000.0,2023-01-15,2023-12-31,2023-12-31,,18 Years,,,
NCT01871402,COMPLETED,PHASE3,,,INTERVENTIONAL,,221.0,2013-05,2013-12,2013-12,,18 Years,,RANDOMIZED,DOUBLE
NCT05221502,COMPLETED,PHASE2,,,INTERVENTIONAL,,122.0,2022-04-12,2024-05-19,2024-04-08,,18 Years,65 Years,RANDOMIZED,NONE
NCT01591902,TERMINATED,PHASE4,,,INTERVENTIONAL,,129.0,2012-06,2018-08,2018-05,,18 Years,,RANDOMIZED,DOUBLE
NCT02878902,COMPLETED,,,,OBSERVATIONAL,,200.0,2013-01,2015-12,2015-12,,18 Years,,,
NCT03870802,RECRUITING,,,,OBSERVATIONAL,,40.0,2021-02-22,2024-11-15,2024-02-22,,18 Years,,,
NCT00226902,COMPLETED,NA,,,INTERVENTIONAL,,15.0,2006-09,2013-09,2013-08,,18 Years,80 Years,RANDOMIZED,NONE
NCT03795402,COMPLETED,,,,OBSERVATIONAL,,11.0,2019-03-15,2019-12-06,2019-11-25,,18 Years,,,
NCT07005102,NOT_YET_RECRUITING,PHASE2|PHASE3,,,INTERVENTIONAL,,694.0,2025-09-08,2031-12,2031-12,,18 Years,,RANDOMIZED,QUADRUPLE
NCT04052802,UNKNOWN,NA,,,INTERVENTIONAL,,20.0,2019-08-30,2021-04-30,2021-03-30,,18 Years,40 Years,RANDOMIZED,DOUBLE
NCT01741402,COMPLETED,NA,,,INTERVENTIONAL,,32.0,2010-02,2014-02,2013-01,,60 Years,85 Years,RANDOMIZED,SINGLE
NCT04623502,RECRUITING,NA,,,INTERVENTIONAL,,600.0,2019-09-30,2026-09-30,2026-04-30,,18 Years,,NON_RANDOMIZED,NONE
NCT01083602,COMPLETED,PHASE2,,,INTERVENTIONAL,,55.0,2010-06,2014-02,2014-02,,18 Years,,NA,NONE
NCT06921902,RECRUITING,,,,OBSERVATIONAL,,2000.0,2025-02-28,2026-07,2026-07,,18 Years,,,
NCT06509802,RECRUITING,NA,,,INTERVENTIONAL,,117.0,2024-05-26,2025-07-01,2025-04-30,,18 Years,24 Years,RANDOMIZED,SINGLE
NCT01560702,COMPLETED,NA,,,INTERVENTIONAL,,100.0,2012-03,2013-09,2013-09,,16 Years,60 Years,RANDOMIZED,NONE
NCT00455702,COMPLETED,PHASE4,,,INTERVENTIONAL,,38.0,2004-07,2007-04,2007-04,,18 Years,65 Years,RANDOMIZED,QUADRUPLE
NCT02326402,TERMINATED,,,,OBSERVATIONAL,,365.0,2014-12,2023-01,2022-12,,18 Years,,,
NCT03405402,COMPLETED,NA,,,INTERVENTIONAL,,173.0,2018-02-13,2020-08-03,2020-08-03,,,,NON_RANDOMIZED,NONE
NCT04243902,WITHDRAWN,NA,,,INTERVENTIONAL,,,2022-02-13,2023-07-18,2023-07-18,,18 Years,,NON_RANDOMIZED,NONE
NCT06643702,RECRUITING,,,,OBSERVATIONAL,,115.0,2024-10-16,2026-12,2026-12,,65 Years,,,
NCT06479902,COMPLETED,NA,,,INTERVENTIONAL,,41.0,2023-07-15,2024-05-24,2024-04-18,,18 Years,34 Years,NA,NONE
NCT01919502,COMPLETED,NA,,,INTERVENTIONAL,,51.0,2013-10,2014-04,2014-04,,18 Years,,NA,NONE
NCT04713202,WITHDRAWN,PHASE2,,,INTERVENTIONAL,,,2021-03-03,2024-02,2023-02,,18 Years,,RANDOMIZED,TRIPLE
NCT01074502,TERMINATED,PHASE2,,,INTERVENTIONAL,,3.0,2010-02,2010-10,2010-07,,18 Years,45 Years,NA,NONE
NCT05169502,COMPLETED,,,,OBSERVATIONAL,,40.0,2021-12-08,2024-08-12,2024-08-01,,18 Years,,,
NCT04776902,COMPLETED,NA,,,INTERVENTIONAL,,180.0,2020-10-01,2021-06-01,2021-05-01,,18 Years,45 Years,NA,NONE
NCT03310502,UNKNOWN,,,,OBSERVATIONAL,,2050.0,2002-04-17,2024-12-31,2022-12-31,,18 Years,,,
NCT06374602,RECRUITING,PHASE2,,,INTERVENTIONAL,,20.0,2024-03-25,2026-06-25,2026-03-25,,18 Years,,NA,NONE
NCT00509002,COMPLETED,PHASE2,,,INTERVENTIONAL,,37.0,2004-05,2016-09,2016-09,,,,NON_RANDOMIZED,NONE
NCT05120102,UNKNOWN,NA,,,INTERVENTIONAL,,45.0,2019-08-01,2023-08-30,2022-12-01,,15 Years,30 Years,RANDOMIZED,SINGLE
NCT06251102,NOT_YET_RECRUITING,,,,OBSERVATIONAL,,153.0,2024-07,2025-07,2025-07,,18 Years,,,
NCT04396002,RECRUITING,,,,OBSERVATIONAL,,100.0,2019-06-01,2025-05-30,2025-05-30,,18 Years,100 Years,,
NCT01454102,COMPLETED,PHASE1,,,INTERVENTIONAL,,472.0,2011-12-16,2021-07-23,2016-07-20,,18 Years,,RANDOMIZED,NONE
NCT02732002,UNKNOWN,NA,,,INTERVENTIONAL,,110.0,2016-09,2018-09,2017-09,,18 Years,64 Years,NA,SINGLE
NCT04718402,TERMINATED,PHASE1,,,INTERVENTIONAL,,21.0,2021-03-30,2022-05-30,2022-05-30,,18 Years,,NA,NONE
NCT06400602,RECRUITING,NA,,,INTERVENTIONAL,,40.0,2024-05-06,2025-09,2025-09,,18 Years,,RANDOMIZED,SINGLE
NCT04818502,ACTIVE_NOT_RECRUITING,,,,OBSERVATIONAL,,200.0,2021-05-04,2029-05-31,2025-05-31,,18 Years,,,
NCT06381102,COMPLETED,NA,,,INTERVENTIONAL,,31.0,2024-04-13,2024-10-01,2024-10-01,,18 Years,80 Years,RANDOMIZED,SINGLE
NCT06992102,COMPLETED,,,,OBSERVATIONAL,,500.0,2022-01-01,2025-01-01,2025-01-01,,18 Years,,,
NCT00819702,COMPLETED,NA,,,INTERVENTIONAL,,905.0,2006-05,2010-05,2009-03,,18 Years,,RANDOMIZED,SINGLE
NCT06108102,ENROLLING_BY_INVITATION,,,,OBSERVATIONAL,,8000.0,2024-03-01,2029-12,2029-12,,18 Years,,,
NCT04992702,COMPLETED,NA,,,INTERVENTIONAL,,479.0,2019-11-01,2020-06-01,2020-06-01,,18 Years,,RANDOMIZED,NONE
NCT04381702,COMPLETED,,,,OBSERVATIONAL,,90.0,2016-08-01,2019-10-01,2019-09-01,,18 Years,90 Years,,
NCT03613402,WITHDRAWN,,,,OBSERVATIONAL,,,2018-09,2020-01,2020-01,,18 Years,,,
NCT06109402,NOT_YET_RECRUITING,PHASE2,,,INTERVENTIONAL,,160.0,2023-12-20,2030-11-01,2030-11-01,,18 Years,,RANDOMIZED,NONE
NCT01447602,COMPLETED,PHASE3,,,INTERVENTIONAL,,10.0,2011-09,2014-06,2014-06,,12 Years,19 Years,NA,NONE
NCT02618902,COMPLETED,PHASE1,,,INTERVENTIONAL,,9.0,2017-05-30,2022-02-03,2022-02-03,,18 Years,60 Years,NA,NONE
NCT03365102,COMPLETED,NA,,,INTERVENTIONAL,,64.0,2017-04-01,2019-12-31,2019-12-31,,13 Years,17 Years,RANDOMIZED,DOUBLE
NCT06773702,ACTIVE_NOT_RECRUITING,,,,OBSERVATIONAL,,50.0,2020-03-20,2025-03-20,2021-03-20,,18 Years,80 Years,,
NCT04649502,COMPLETED,PHASE3,,,INTERVENTIONAL,,62.0,2021-01-25,2023-08-23,2023-01-29,,18 Years,,RANDOMIZED,QUADRUPLE
NCT02927002,UNKNOWN,NA,,,INTERVENTIONAL,,18.0,2015-10,2018-01,2017-12,,20 Years,65 Years,RANDOMIZED,TRIPLE
NCT04132102,UNKNOWN,PHASE4,,,INTERVENTIONAL,,20.0,2018-11-27,2021-08-31,2021-04-30,,18 Years,,NA,NONE
NCT02496702,COMPLETED,NA,,,INTERVENTIONAL,,60.0,2015-07,2016-05,2016-04,,70 Years,,RANDOMIZED,SINGLE
NCT07055802,ACTIVE_NOT_RECRUITING,NA,,,INTERVENTIONAL,,54.0,2025-03-17,2026-02-28,2025-09-01,,30 Years,50 Years,RANDOMIZED,NONE
NCT02217202,WITHDRAWN,NA,,,INTERVENTIONAL,,,2050-01,2050-01,2050-01,,,,NA,NONE
NCT02139202,COMPLETED,NA,,,INTERVENTIONAL,,17.0,2014-05,2016-10,2015-09,,18 Years,80 Years,NA,NONE
NCT02241902,UNKNOWN,,,,OBSERVATIONAL,,120.0,2014-08,,2015-03,,40 Years,90 Years,,
NCT05844202,COMPLETED,PHASE1,,,INTERVENTIONAL,,130.0,2022-06-27,2023-03-02,2023-03-02,,18 Years,65 Years,RANDOMIZED,NONE
NCT02113202,COMPLETED,PHASE1,,,INTERVENTIONAL,,17.0,2014-03,2015-10,2015-10,,18 Years,70 Years,NON_RANDOMIZED,NONE
NCT04445402,COMPLETED,,,,OBSERVATIONAL,,77.0,2020-04-30,2022-09-12,2022-09-12,,,21 Years,,
NCT06091202,RECRUITING,PHASE3,,,INTERVENTIONAL,,608.0,2024-07-11,2027-06-01,2027-05-01,,18 Years,,RANDOMIZED,SINGLE
NCT07025902,NOT_YET_RECRUITING,,,,OBSERVATIONAL,,273.0,2025-07-15,2027-12-01,2026-07-01,,18 Years,45 Years,,
NCT06448702,NOT_YET_RECRUITING,NA,,,INTERVENTIONAL,,40.0,2024-07-03,2025-12-31,2024-12-31,,18 Years,65 Years,RANDOMIZED,NONE
NCT02634502,UNKNOWN,PHASE2,,,INTERVENTIONAL,,30.0,2013-10,,2018-12,,18 Years,75 Years,NA,NONE
NCT04611802,COMPLETED,PHASE3,,,INTERVENTIONAL,,33000.0,2020-12-27,2023-12-15,2023-04-10,,12 Years,,RANDOMIZED,QUADRUPLE
NCT00849602,UNKNOWN,PHASE1|PHASE2,,,INTERVENTIONAL,,132.0,2008-02,2009-06,2008-05,,18 Years,,RANDOMIZED,DOUBLE
NCT02193802,UNKNOWN,NA,,,INTERVENTIONAL,,42.0,2014-05,2022-03,2021-12-30,,18 Years,,NA,NONE
NCT02487602,COMPLETED,NA,,,INTERVENTIONAL,,16.0,2015-09,2016-07,2016-07,,22 Years,65 Years,RANDOMIZED,QUADRUPLE
NCT02092402,COMPLETED,NA,,,INTERVENTIONAL,,17.0,2013-09,2019-06,2016-11,,18 Years,65 Years,RANDOMIZED,QUADRUPLE
NCT01040702,COMPLETED,PHASE1,,,INTERVENTIONAL,,58.0,2008-01,2009-12,2009-08,,21 Years,50 Years,RANDOMIZED,DOUBLE
NCT06932302,NOT_YET_RECRUITING,NA,,,INTERVENTIONAL,,20.0,2025-08,2027-11,2027-08,,18 Years,85 Years,NA,NONE
NCT00083902,COMPLETED,PHASE2,,,INTERVENTIONAL,,190.0,1998-06,2005-05,,,18 Years,,RANDOMIZED,NONE
NCT02817802,ACTIVE_NOT_RECRUITING,,,,OBSERVATIONAL,,2066.0,2016-08,2025-10,2020-07-14,,18 Years,,,
NCT01914302,COMPLETED,,,,OBSERVATIONAL,,64.0,2013-07,2013-07,2013-07,,18 Years,75 Years,,
NCT01971502,COMPLETED,PHASE1,,,INTERVENTIONAL,,68.0,2013-10,2014-02,2014-02,,18 Years,50 Years,RANDOMIZED,SINGLE
NCT00345202,COMPLETED,PHASE4,,,INTERVENTIONAL,,20.0,2004-09,2005-02,2005-02,,20 Years,50 Years,RANDOMIZED,DOUBLE
NCT06503302,RECRUITING,NA,,,INTERVENTIONAL,,100.0,2024-07-10,2025-12-31,2025-06-30,,18 Years,80 Years,RANDOMIZED,SINGLE
NCT02672202,TERMINATED,NA,,,INTERVENTIONAL,,9.0,2016-02,2017-05,2017-05,,18 Years,75 Years,RANDOMIZED,TRIPLE
NCT05274802,COMPLETED,PHASE1,,,INTERVENTIONAL,,72.0,2021-03-20,2022-01-02,2021-12-22,,18 Years,60 Years,RANDOMIZED,TRIPLE
NCT03831802,TERMINATED,NA,,,INTERVENTIONAL,,26.0,2018-10-10,2021-08-20,2018-10-10,,18 Years,,RANDOMIZED,NONE
NCT03868202,UNKNOWN,PHASE2,,,INTERVENTIONAL,,10.0,2019-07-03,2020-01,2019-11,,20 Years,55 Years,NON_RANDOMIZED,NONE
NCT00485602,UNKNOWN,PHASE1|PHASE2,,,INTERVENTIONAL,,20.0,2007-12,,,,8 Years,68 Years,NON_RANDOMIZED,NONE
NCT06634602,COMPLETED,,,,OBSERVATIONAL,,130.0,2024-01-05,2024-05-15,2024-04-30,,,,,
NCT00823602,UNKNOWN,PHASE3,,,INTERVENTIONAL,,2.0,2008-03,2009-01,2008-10,,,35 Years,RANDOMIZED,NONE
NCT04935502,COMPLETED,NA,,,INTERVENTIONAL,,216.0,2021-03-15,2021-08-30,2021-08-30,,18 Years,35 Years,RANDOMIZED,SINGLE
NCT01261702,TERMINATED,PHASE4,,,INTERVENTIONAL,,32.0,2011-02,2012-12,2012-12,,18 Years,65 Years,RANDOMIZED,QUADRUPLE
NCT05111002,TERMINATED,PHASE1|PHASE2,,,INTERVENTIONAL,,12.0,2022-04-22,2023-11-30,2023-11-30,,18 Years,,RANDOMIZED,NONE
NCT06642402,NOT_YET_RECRUITING,,,,OBSERVATIONAL,,40.0,2024-11-15,2030-05-01,2029-05-01,,18 Years,,,
NCT05744102,NOT_YET_RECRUITING,NA,,,INTERVENTIONAL,,2016.0,2023-03-15,2030-03-15,2030-03-15,,18 Years,99 Years,NA,NONE
NCT03443102,UNKNOWN,,,,OBSERVATIONAL,,150.0,2018-01-25,2018-12-01,2018-07-01,,,,,
NCT04531202,UNKNOWN,,,,OBSERVATIONAL,,2000.0,2020-03-02,2021-09-30,2020-09-30,,18 Years,,,
NCT00108602,WITHDRAWN,NA,,,INTERVENTIONAL,,,2007-05,2007-05,2007-05,,18 Years,85 Years,,SINGLE
NCT02075502,COMPLETED,NA,,,INTERVENTIONAL,,70.0,2014-02-01,2020-02-12,2020-02-12,,40 Years,,RANDOMIZED,SINGLE
NCT03770702,RECRUITING,PHASE3,,,INTERVENTIONAL,,45.0,2018-10-01,2026-12-01,2025-12-01,,18 Years,65 Years,RANDOMIZED,NONE
NCT00294502,COMPLETED,PHASE4,,,INTERVENTIONAL,,120.0,2003-09,2004-05,,,18 Years,75 Years,RANDOMIZED,NONE
NCT04994002,WITHDRAWN,PHASE1,,,INTERVENTIONAL,,,2021-09-03,2022-06,2022-06,,18 Years,31 Years,NON_RANDOMIZED,NONE
NCT00694902,COMPLETED,PHASE1,,,INTERVENTIONAL,,24.0,2008-05-26,2008-09-23,2008-09-23,,18 Years,50 Years,RANDOMIZED,
NCT04169802,COMPLETED,,,,OBSERVATIONAL,,25.0,2019-11-20,2020-04-15,2020-04-15,,50 Years,,,
NCT01321502,COMPLETED,NA,,,INTERVENTIONAL,,31.0,2007-07,2007-07,2007-07,,18 Years,45 Years,RANDOMIZED,NONE
NCT02329002,UNKNOWN,,,,OBSERVATIONAL,,400.0,2014-10,2023-10,2018-10,,8 Years,18 Years,,
NCT04454502,UNKNOWN,NA,,,INTERVENTIONAL,,68.0,2020-08-01,2021-08-01,2021-08-01,,1 Day,28 Days,RANDOMIZED,SINGLE
NCT03586102,COMPLETED,NA,,,INTERVENTIONAL,,56.0,2018-08-23,2025-04-24,2020-04-30,,1 Day,21 Days,RANDOMIZED,QUADRUPLE
NCT02273102,COMPLETED,PHASE1,,,INTERVENTIONAL,,17.0,2015-03-02,2020-07-01,2018-11-08,,18 Years,,NON_RANDOMIZED,NONE
NCT04545502,RECRUITING,,,,OBSERVATIONAL,,2000.0,2021-02-17,2037-01,2026-12,,18 Years,,,
NCT01885702,ACTIVE_NOT_RECRUITING,PHASE1|PHASE2,,,INTERVENTIONAL,,25.0,2010-10,2025-09,2016-04,,18 Years,75 Years,NON_RANDOMIZED,NONE
NCT06188702,RECRUITING,PHASE1|PHASE2,,,INTERVENTIONAL,,308.0,2024-04-29,2031-10-31,2031-10-31,,18 Years,,NON_RANDOMIZED,NONE
NCT06706102,RECRUITING,PHASE4,,,INTERVENTIONAL,,60.0,2025-07-02,2027-11,2027-09,,18 Years,,NA,NONE
NCT01281202,COMPLETED,PHASE2|PHASE3,,,INTERVENTIONAL,,207.0,2011-01,2012-12,2012-10,,18 Years,,RANDOMIZED,QUADRUPLE
NCT00073502,COMPLETED,PHASE2,,,INTERVENTIONAL,,43.0,2003-10,2003-10,,,18 Years,,,
